,cnterNm,cnterOperSe,rdnmadr,lnmadr,latitude,longitude,ar,fondYm,carHoldCo,trtmntPrdlst,operInstitutionNm,operPhoneNumber,rprsntvNm,weekdayOperOpenHhmm,weekdayOperColseHhmm,holidayOperOpenHhmm,holidayCloseOpenHhmm,rstdeInfo,asSvcIfo,homepageUrl,phoneNumber,institutionNm,referenceDate,insttCode
154,북구재활용센터,직영,부산광역시 북구 낙동대로1762번길 57(구포동),부산광역시 북구 구포동 431-2,35.20712085,129.0008791,99,1999-05,1,가전제품+가구류,북구오케이재활용마트,051-337-1555,,09:00,18:00,09:00,18:00,"매주일요일, 명절(설,추석), 공휴일",판매일로부터 6개월이내 무상 수리,,051-309-4452,부산광역시 북구청,2021-09-14,3320000
155,만덕재활용센터,직영,부산광역시 북구 만덕대로156번길 42(덕천동),부산광역시 북구 덕천동 773-14,35.21139928,129.0217337,85.8,1999-05,1,식당용품,만덕재활용센터,051-336-8882,,09:00,18:00,09:00,18:00,"매주일요일, 명절(설,추석), 공휴일",판매일로부터 6개월이내 무상 수리,,051-309-4452,부산광역시 북구청,2021-09-14,3320000
156,금곡종합재활용센터,직영,부산광역시 북구 금곡대로 589(금곡동),부산광역시 북구 금곡동 681-5,35.2602037751,129.0133571,82,1999-05,1,가전제품+가구류,금곡종합재활용센터,051-362-7289,,09:00,18:00,09:00,18:00,"매주일요일, 명절(설,추석), 공휴일",판매일로부터 6개월이내 무상 수리,,051-309-4452,부산광역시 북구청,2021-09-14,3320000
157,북구재활용백화점,직영,부산광역시 북구 의성로 67(덕천동),부산광역시 북구 덕천동 317-1,35.21449261,129.0097456,55,1999-05,1,가전제품+가구류+식당용품,북구재활용백화점,051-338-8796,,09:00,18:00,09:00,18:00,"매주일요일, 명절(설,추석), 공휴일",판매일로부터 6개월이내 무상 수리,,051-309-4452,부산광역시 북구청,2021-09-14,3320000
158,종합재활용센터,직영,부산광역시 북구 백양대로1091번길 19(구포동),부산광역시 북구 구포동 995-1,35.20221416,128.9979855,23,1999-05,1,가전제품(에어컨)+가구류,종합재활용센터,051-334-0712,,09:00,18:00,09:00,18:00,"매주일요일, 명절(설,추석), 공휴일",판매일로부터 6개월이내 무상 수리,,051-309-4452,부산광역시 북구청,2021-09-14,3320000
159,구포재활용마트,직영,부산광역시 북구 낙동북로663번길 85(구포동),,35.22473299,129.0171995,132,1999-05,1,가전제품+가구류,구포재활용마트,051-342-2266,,09:00,18:00,09:00,18:00,"매주일요일, 명절(설,추석), 공휴일",판매일로부터 6개월이내 무상 수리,,051-309-4452,부산광역시 북구청,2021-09-14,3320000
160,구포재활용센타,직영,부산광역시 북구 낙동북로 657(구포동),부산광역시 북구 구포동 1041-4,35.20217752,128.9969637,76,1999-05,1,가전제품+가구류,구포재활용센타,051-342-2420,,09:00,18:00,09:00,18:00,"매주일요일, 명절(설,추석), 공휴일",판매일로부터 6개월이내 무상 수리,,051-309-4452,부산광역시 북구청,2021-09-14,3320000
161,경남거제지역자활센터,위탁,경상남도 거제시 사등면 두동로1길 109,경상남도 거제시 사등면 사곡리 375-1,34.88376961,128.5736717,402,2000-12,1,가구+전제품+헌옷 등,경남거제지역자활센터,055-688-5890,박로미,09:00,18:00,00:00,00:00,일요일+공휴일,,http://www.kojejh.or.kr/index.php,055-639-4834,거제시청,2021-09-13,5370000
162,완도군 자원관리센터,위탁,전라남도 완도군 완도읍 망석리 1-4 폐기물처리장,전라남도 완도군 완도읍 청해진서로 189-735,34.290004,126.769156,82332,2011-04,2,플라스틱+유리병,완도군청,,,09:00,18:00,00:00,00:00,,,,061-550-0025,아라연환경㈜,2020-08-10,4990000
163,임실군 생활쓰레기처리장,직영,전라북도 임실군 관촌면 관진로 233,전라북도 임실군 관촌면 복흥리 620,35.6777665732,127.2904734096,1133.5,2012-01,1,종이+PET+플라스틱+유리병+고철+스티로폼,임실군청,063-640-2391,임실군수,09:00,18:00,09:00,18:00,연중무휴,,,063-640-2391,전라북도 임실군청,2020-09-23,4760000
164,여수시 재활용품선별장,직영,전라남도 여수시 진달래길 310-157(월내동),전라남도 여수시 월내동 200-5,34.8475943550,127.7386021326,1749.1,2011-01,0,폐지+고철+철캔+알루미늄캔+유리병+잡병+페트병+플라스틱류+스티로폼,전라남도 여수시,061-659-3839,권오봉,09:00,18:00,00:00,00:00,"토, 일, 공휴일",해당없음,해당없음,061-659-3839,전라남도 여수시청,2020-10-30,4810000
165,화성그린환경센터 재활용선별시설(공공),위탁,경기도 화성시 봉담읍 하가등안길 100,경기도 화성시 봉담읍 하가등리 107-1,37.1511638161,126.9377166644,3513,2010-05,0,"PET, PP 등",미운영,000-000-0000,미운영,00:00,00:00,00:00,00:00,미운영,미운영,미운영,031-5189-6824,화성시,2020-05-22,5530000
166,강진환경정화센터,직영,,전라남도 강진군 강진읍 남당로 97-73,34.623583,126.776748,124491,2006-07,12,각종생활쓰레기,강진군,061-430-3963,강진군수,06:00,18:00,00:00,00:00,,,,061-430-3963,전라남도 강진군,2021-02-08,4920000
167,목동재활용센터,위탁,서울특별시 양천구 목동서로 262,서울특별시 양천구 목동 408-78,37.523944,126.869111,1087.9,2020-01,3,책장+장롱+소파+냉장고+TV,목동재활용센터,02-2651-2582,박철순,09:00,19:00,09:00,18:00,,가능,,02-2620-3436,서울특별시 양천구청,2020-05-28,3140000
168,시흥시 환경미화타운,직영,경기도 시흥시 뒷방울길 80,경기도 시흥시 정왕동 1,37.37179188,126.7573247,27086,2007-01,11,종이류+고철류+캔류+병류+플라스틱류+필름류+스티로폼류,시흥도시공사,031-488-6890,정동선,08:00,17:00,08:00,16:00,일요일,,https://www.shsi.or.kr/,032-488-6800,경기도 시흥시청,2021-11-09,B554066
169,동래구 재활용센터,위탁,부산광역시 동래구 충렬대로202번길 33(수안동),부산광역시 동래구 수안동 2-7,35.201229,129.0819157,231.4,1995-12,1,가구 및 가전제품,부산광역시 동래구 재활용센터,051-554-5088,차복수,09:00,19:00,09:00,17:00,매주 일요일 휴무,재활용품은 구입후 6개월간 A/S 가능,,051-550-4452,부산광역시 동래구 청소과,2021-11-14,3300000
170,수성구 생활자원회수센터,직영,대구광역시 수성구 청호로 10,대구광역시 수성구 범물동 105-7,35.82020842,128.6491827,2710,2018-01,4,플라스틱+비닐+스티로폼+병+종이+고철,대구광역시 수성구,053-666-2723,김대권,08:00,17:00,08:00,17:00,"매주일요일, 설, 추석, 근로자의날",,,053-666-2723,대구광역시 수성구청,2021-10-29,3460000
171,정선군재활용선별시설,직영,강원도 정선군 남면 광락로 691-233,강원도 정선군 남면 광덕리 365,37.3072722932,128.6787898746,1736,2016-11,1,플라스틱+캔+고철+목재,강원도 정선군청,033-560-2398,정선군수,09:00,18:00,00:00,00:00,0:00,,,033-560-2398,강원도 정선군청,2021-10-31,4290000
172,중구재활용센터,위탁,인천광역시 중구 서해대로 324,인천광역시 중구 신흥동3가 7-225,37.4557581,126.6296378,2450.88,1998-02,7,가구+가전제품,㈜정부물품재활용센터,032-888-7282,,09:00,18:00,09:30,17:00,"명절 당일(설,추석)",3개월~6개월,www.korecycle.or.kr,032-760-7217,인천광역시 중구청 환경보호과,2021-11-16,3490000
173,강릉시자원순환센터,직영,강원도 강릉시 강동면 임곡로 557-13,강원도 강릉시 강동면 임곡리 산25,37.69266797,128.9879447,2085.45,2020-01,5,페트병+고철+공병+프라스틱+폐지+알루미늄캔+파병+잡병,강원도 강릉시청,033-660-3391,강릉시장,08:00,17:00,00:00,00:00,일+공휴일,,,033-660-3391,강원도 강릉시청,2022-01-04,4200000
174,횡성군재활용선별장,위탁,강원도 횡성군 횡성읍 학오로 89,강원도 횡성군 횡성읍 학곡리 258,37.51123196,127.9701806,450,2021-11,0,플락스틱+고철+캔+파지,횡성군지역자활센터,033-345-7132,박성길,09:00,18:00,00:00,00:00,토+일+공휴일,,,033-340-5913,강원도 횡성군청,2021-12-22,4260000
175,광진구 재활용센터,위탁,서울특별시 광진구 능동로 352-1(중곡동),서울특별시 광진구 중곡동 57-24,37.56081954,127.0817523,378.1,2020-12,3,가전+가구,디에이8949,02-457-0303,이길홍,09:00,20:00,00:00,00:00,일요일,,,02-450-7609,서울특별시 광진구청,2022-01-25,3040000
176,신수영재활용마트,위탁,부산광역시 수영구 연수로392번길 18(광안동),,35.16864148,129.1116115,198,2021-01,1,가전 가구,신수영재활용마트,051-753-8270,,09:00,18:00,00:00,00:00,"매주일요일, 공휴일",,,051-610-4455,부산광역시 수영구,2022-01-21,3380000
177,통영시 재활용품 상설판매장,위탁,경상남도 통영시 동충1길 4(항남동),경상남도 통영시 항남동 151-54,34.83982251,128.4221417,263,2019-05,1,의류+가방+신발+재활용비누+장난감+잡화 등,통영YWCA,055-646-2548,원필숙,09:00,18:00,00:00,00:00,공휴일,,http://tyywca.or.kr,055-650-1313,경상남도 통영시청,2022-02-09,5330000
178,정읍시 재활용선별장,직영,전라북도 정읍시 영파길 169,전라북도 정읍시 영파동 399-1,35.61423844,126.8549416,1047,2005-02,3,플라스틱+스티로폼+병+종이+고철+비고철+장판,전라북도 정읍시,063-539-5743,유진섭,09:00,18:00,09:00,13:00,"매주일요일, 설, 추석, 근로자의날",,,063-539-5743,전라북도 정읍시청,2022-02-07,4690000
179,춘천시 재활용센터,위탁,강원도 춘천시 뒷들길30번길 16,강원도 춘천시 후평동 194,37.892380,127.751638,158,2012-02,1,중고가전가구제품,개인,033-243-7272,박재영,09:00,18:00,00:00,00:00,토+일+법정공휴일,,,033-250-3131,강원도 춘천시청,2022-01-18,4180000
180,(합자)청명산업,위탁,강원도 춘천시 동면 소양강로 242,강원도 춘천시 동면 장학리 648-56,37.908602,127.749173,153,2012-02,1,중고가전가구제품,개인,033-257-4428,김영숙,09:00,18:00,00:00,00:00,토+일+법정공휴일,,,033-250-3131,강원도 춘천시청,2022-01-18,4180000
181,신바람 할인매장,위탁,강원도 춘천시 공지로 257,강원도 춘천시 효자동 250-76,37.864773,127.735409,159,2012-07,1,중고가전가구제품,개인,033-626-0071,이영란,09:00,18:00,00:00,00:00,토+일+법정공휴일,,,033-250-3131,강원도 춘천시청,2022-01-18,4180000
182,금산군 생활자원회수센터,위탁,충청남도 금산군 추부면 용천로798-51,충청남도 금산군 추부면 용지리 430,36.17116665,127.4411889,1124,2021-05,0,PET+공병+파지+고철,충청남도 금산군청,041-750-2554,문정우,09:00,18:00,00:00,00:00,법정공휴일,,,041-750-2554,충청남도 금산군청,2021-10-17,4550000
183,사천시 재활용선별장,직영,경상남도 사천시 환경길 71,경상남도 사천시 사등동 86-9,34.9252229425,128.1138244884,1234,2021-07,5,잉코트 외 11개 품목,사천시(환경사업소),055-831-5606,사천시장(송도근),08:00,17:00,00:00,00:00,"토,일 제외 공휴일",,http://www.sacheon.go.kr,055-831-5606,사천시,2021-10-15,5340000
184,연제구 환경자원관리소,직영,부산광역시 연제구 고분로 222,부산광역시 연제구 연산동 243-19,35.183252,129.106349,2864,1999-05,0,폐지+고철+캔류+플라스틱류 등,연제구청,051-665-4452,이성문,09:00,18:00,00:00,00:00,"토,일,공휴일 미운영",,,051-665-4452,부산광역시 연제구청,2021-10-15,3370000
185,충주시클린센터,직영,"충청북도 충주시 낙수당1길 41(칠금동, 클린센터)",충청북도 충주시 칠금동 420-3,36.98235533,127.9016585,100,2005-08,25,세탁기+냉장고+가구,충주시,043-850-6991,송해근,08:00,17:00,00:00,00:00,"매주 일요일, 공휴일",,,043-850-6922,충청북도 충주시청,2021-09-30,4390000
186,맑은누리센터 재활용선별시설,위탁,충청남도 예산군 대률송림길 280 (대흥면),충청남도 예산군 대흥면 대률리 1-4,36.66333984,126.8412887,1034.58,2006-12,2,플라스틱+철+병+종이,한라오엠에스,031-335-6571,최성용,00:00,18:00,00:00,00:00,"토일,공유일 휴무",,,041-339-7533,충청남도 예산군청,2021-10-15,4610000
187,창원시진해재활용품상설교환판매장,위탁,경상남도 창원시 진해구 동진로 44(석동),경상남도 창원시 진해구 석동84-1,35.1525172,128.700497,1461.86,1996-07,1,가구+냉장고+TV 등,진해지역자활센터,055-544-4980,김미숙,09:00,18:00,00:00,00:00,"토요일, 일요일, 공휴일",판매일로부터 7일,https://cwrecycle.modoo.at/,055-225-3587,경상남도 창원시청,2021-10-13,5670000
188,서초구재활용센터,위탁,서울특별시 서초구 양재대로12길 73-19,서울특별시 서초구 원지동 23,37.45933133,127.0401205,472.87,1995-10,4,"냉장고, 세탁기, TV, 냉난방기, 가구, 소파 등",(사)한국생활자원재활용협회,02-571-7272,유익조,10:00,17:00,09:00,18:30,"매주 일요일, 공휴일",판매일로부터 6개월이내 무상 수리,http://www.서초구5717272.com,02-2155-6742,서울특별시 서초구청,2021-10-14,3210000
189,군산시재활용선별시설,직영,전라북도 군산시 새만금북로 630-28,전라북도 군산시 내초동 201-7,35.94722384,126.6058336,3071,1996-04,2,페트병 외 9개품목,군산시,063-454-7895,군산시장,09:00,18:00,09:00,18:00,"주휴일,근로자의날",해당없음,,063-454-7895,전라북도 군산시청,2021-10-14,4670000
190,동해시가전가구재활용센터,위탁,강원도 동해시 봉수로 160,강원도 동해시 대진동 73-7,37.57651247,129.1085604,545,1995-07,3,냉장고+가구등,동해시가전가구재활용센터,033-531-8272,김원경,09:00,18:00,00:00,00:00,"일요일,공휴일",,,033-530-2153,강원도 동해시청,2021-10-13,4210000
191,북부재활용센터,위탁,경상남도 양산시 중앙로 109,경상남도 양산시 남부동 452-12,35.340437,129.0373755,243.88,1999-10,2,"가전제품, 폐가구",북부재활용센터,055-389-1457,김명옥,09:00,19:00,09:00,19:00,연중무휴,판매일로부터 6개월이내 무상수리,없음,055-392-3342,양산시청 자원순환과,2021-10-06,5380000
192,덕계재활용센터,위탁,경상남도 양산시 웅상대로 1038,경상남도 양산시 주진동 115-5,35.39145384,129.1586463,334.55,1999-10,2,"폐가구, 냉장고",양산덕계웅상재활용센터,055-364-2740,박경순,09:00,17:00,09:00,12:00,일요일,없음,없음,055-392-3342,양산시청 자원순환과,2021-10-06,5380000
193,유창알앤씨,위탁,대구광역시 서구 국채보상로20길 25,대구광역시 서구 중리동 1075-1,35.8663645,128.5417192,4658,2004-01,1,재활용품,서구청(민간위탁),053-663-2723,성기원,06:00,15:00,06:00,15:00,일요일 수거안함,N,,053-663-2722,대구광역시 서구청,2021-10-13,3430000
194,익산시 생활자원 회수센터,위탁,전라북도 익산시 선화로 798,전라북도 익산시 부송동 157-93,35.96738245,127.0000091,2972,2010-01,19,시홈페이지,(유)행복나누미,063-840-4430,김형섭,05:30,16:30,05:30,11:00,없음,없음,www.Iksan.go.kr,063-859-5471,전라북도 익산시청,2021-10-08,4680000
195,포천시 환경자원센터,직영,경기도 포천시 신북면 신평로16번길 207,경기도 포천시 신북면 만세교리 101,37.967631,127.243634,18000,2004-02,2,생활폐기물(재활용품),경기도 포천시청,031-538-2244,포천시장,09:00,18:00,00:00,00:00,공휴일,,,031-538-2244,경기도 포천시청,2021-09-30,5600000
196,철원군 재활용센터,직영,강원도 철원군 철원읍 독서당길 305,강원도 철원군 철원읍 율이리 500,38.22414087,127.16952360,1273.68,2020-10,1,재활용품,철원군,033-450-5572,환경자원사업소장,09:00,18:00,00:00,00:00,,,www.cwg.go.kr,033-450-5572,철원군,2020-11-23,4300000
197,연평면 소연평 재활용 선별장,직영,인천광역시 옹진군 연평면 소연평로 161-94,인천광역시 옹진군 연평면 연평리 931-4,37.61273536,125.7203857,150,2020-11,0,종이류+고철류+캔류+병류+플라스틱류+필름류+스티로폼류,인천광역시 옹진군 연평면,032-899-3490,장정민,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2021-11-16,3580000
198,덕적면 덕적 재활용 선별장,직영,인천광역시 옹진군 덕적면 덕적남로 771번길 103,인천광역시 옹진군 덕적면 서포리 615,37.23042245,126.1065875,613,2020-04,6,종이류+고철류+캔류+병류+플라스틱류+필름류+스티로폼류,인천광역시 옹진군 덕적면,032-899-3740,장정민,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2021-11-16,3580000
199,북도면 신도리 재활용 선별장,직영,인천광역시 옹진군 북도면 시도로86번길 78,인천광역시 옹진군 북도면 시도리 277-31,37.53555774,126.4311789,321,2020-04,4,종이류+고철류+캔류+병류+플라스틱류+필름류+스티로폼류,인천광역시 옹진군 북도면,032-899-3410,장정민,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2021-11-16,3580000
200,연평면 대연평 재활용 선별장,직영,인천광역시 옹진군 연평면 연평로 746-46,인천광역시 옹진군 연평면 연평리 505-1,37.65306184,125.6908597,309,2020-04,3,종이류+고철류+캔류+병류+플라스틱류+필름류+스티로폼류,인천광역시 옹진군 연평면,032-899-3490,장정민,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2021-11-16,3580000
201,자월면 자월 재활용 선별장,직영,인천광역시 옹진군 자월면 자월서로 78,인천광역시 옹진군 자월면 자월리 416-5,37.2500672,126.3151764,471,2020-04,3,종이류+고철류+캔류+병류+플라스틱류+필름류+스티로폼류,인천광역시 옹진군 자월면,032-899-3750,장정민,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2021-11-16,3580000
202,백령면 재활용 선별장,직영,인천광역시 옹진군 백령면 백령남로72번길 356,인천광역시 옹진군 백령면 진촌리 2376,37.95713929,124.6965634,645.5,2020-10,6,종이류+고철류+캔류+병류+플라스틱류+필름류+스티로폼류,인천광역시 옹진군 백령면,032-899-3420,장정민,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2021-11-16,3580000
203,북도면 장봉리 재활용 선별장,직영,인천광역시 옹진군 북도면 장봉로 678,인천광역시 옹진군 북도면 장봉리 546-2,37.54345186,126.3327049,336,2020-11,1,종이류+고철류+캔류+병류+플라스틱류+필름류+스티로폼류,인천광역시 옹진군 북도면,032-899-3410,장정민,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2021-11-16,3580000
204,영흥면 재활용 선별장,직영,인천광역시 옹진군 영흥면 영흥남로110번길 116,인천광역시 옹진군 영흥면 외리 81-2,37.24982327,126.4667491,312,2020-01,4,종이류+고철류+캔류+병류+플라스틱류+필름류+스티로폼류,인천광역시 옹진군 영흥면,032-899-3820,장정민,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2021-11-16,3580000
205,덕적면 문갑 재활용 선별장,직영,인천광역시 옹진군 덕적면 문갑로 61,인천광역시 옹진군 덕적면 문갑리 74-18,37.17249596,126.107333,96.05,2020-06,0,종이류+고철류+캔류+병류+플라스틱류+필름류+스티로폼류,인천광역시 옹진군 덕적면,032-899-3740,장정민,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2021-11-16,3580000
206,덕적면 백아 재활용 선별장,직영,,인천광역시 옹진군 덕적면 백아리 149-6,37.076451,125.9442335,59.5,2020-06,0,종이류+고철류+캔류+병류+플라스틱류+필름류+스티로폼류,인천광역시 옹진군 덕적면,032-899-3740,장정민,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2021-11-16,3580000
207,덕적면 울도 재활용 선별장,직영,인천광역시 옹진군 덕적면 울도로 182번길 8-1,인천광역시 옹진군 덕적면 울도리 산42-1,37.02579534,125.9966876,69,2020-06,0,종이류+고철류+캔류+병류+플라스틱류+필름류+스티로폼류,인천광역시 옹진군 덕적면,032-899-3740,장정민,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2021-11-16,3580000
208,대청면 대청 재활용 선별장,직영,인천광역시 옹진군 대청면 대청북로 53,인천광역시 옹진군 대청면 대청리 산16-26,37.83920892,124.7053035,415,2020-07,2,종이류+고철류+캔류+병류+플라스틱류+필름류+스티로폼류,인천광역시 옹진군 대청면,032-899-3610,장정민,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2021-11-16,3580000
209,자월면 대이작 재활용 선별장,직영,인천광역시 옹진군 자월면 대이작로 159번길 127,인천광역시 옹진군 자월면 이작리 394-3,37.17468452,126.264866,1351,2020-11,0,종이류+고철류+캔류+병류+플라스틱류+필름류+스티로폼류,인천광역시 옹진군 자월면,032-899-3750,장정민,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2021-11-16,3580000
210,자월면 승봉 재활용 선별장,직영,인천광역시 옹진군 자월면 승봉로29번길 100-13,인천광역시 옹진군 자월면 승봉리 771-3,37.17284668,126.2963751,128.5,2020-03,0,종이류+고철류+캔류+병류+플라스틱류+필름류+스티로폼류,인천광역시 옹진군 자월면,032-899-3750,장정민,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2021-11-16,3580000
211,대청면 소청 재활용 선별장,직영,인천광역시 옹진군 대청면 소청동로 159,인천광역시 옹진군 대청면 소청리 58,37.77133063,124.7609434,115.9,2020-10,0,종이류+고철류+캔류+병류+플라스틱류+필름류+스티로폼류,인천광역시 옹진군 대청면,032-899-3409,장정민,09:00,18:00,09:00,13:00,일요일,,,032-899-2620,인천광역시 옹진군,2021-11-16,3580000
212,자원새롬센터,위탁,경기도 연천군 청산면 초대로 106번길 125,경기도 연천군 청산면 대전리 458,37.99813896,127.0844951,328,1994-02,10,"파지, 유리병, 금속캔, 합성수지, 필름시트,단일/복합재질포장재, 전지, 형광등, 전자제품 등",(주)티에스케이워터,031-833-5707,최규남,08:00,17:00,00:00,00:00,공휴일,,,031-839-2257,경기도 연천군청 혼경보호과,2021-11-08,4140000
213,부전식당용 중고마트,위탁,부산광역시 수영구 연수로 272(망미동),,35.1728305,129.1003937,66,2021-03,1,주방용품,부전식당용 중고마트,051-755-3250,,09:00,18:00,00:00,00:00,"매주일요일, 공휴일",,,051-610-4455,부산광역시 수영구,2022-01-21,3380000
214,수영종합재활용센터,위탁,부산광역시 수영구 연수로 365(수영동),,35.17085857,129.110318,132,2021-11,1,중고가전,수영종합재활용센터,051-753-4979,,09:00,19:00,00:00,00:00,"매주일요일, 공휴일",,,051-610-4455,부산광역시 수영구,2022-01-21,3380000
215,수영구재활용센터,위탁,부산광역시 수영구 수영로741번길 12(수영동),,35.1684064,129.1207317,33,1998-05,1,중고가전,수영구재활용센터,051-756-0599,,09:00,18:00,00:00,00:00,"매주일요일, 공휴일",,,051-610-4455,부산광역시 수영구,2022-01-21,3380000
216,"팔도중고가전,가구마트",위탁,부산광역시 수영구 수미로 62(수영동),,35.17307547,129.117523,39,2021-11,1,가전 가구,"팔도중고가전,가구마트",051-753-3104,,09:00,18:00,00:00,00:00,"매주일요일, 공휴일",,,051-610-4455,부산광역시 수영구,2022-01-21,3380000
217,춘천시 도시형종합폐기물처리시설 재활용선별센터,위탁,강원도 춘천시 신동면 한치로 681-1,강원도 춘천시 신동면 혈동리 548-7,37.797263,127.679831,3245,2012-01,3,종이류+플라스틱류+스티로폼류+캔류+고철류+기타,춘천도시공사,033-262-0216,조완형,08:30,17:30,08:30,17:30,토+일+법정공휴일,,,033-245-5228,강원도 춘천시청,2022-01-18,4180000
218,구로구 재활용센터,위탁,서울특별시 구로구 새말로48,서울특별시 구로구 구로동 557-11,37.503211,126.886038,792,2009-07,1,가전제품+가구,구로재활용센터,02-858-8272,김영순,09:30,18:30,09:30,18:30,일요일,판매일로부터 6개월이내 무상 수리,www.gurogu.co.kr,02-860-2620,서울특별시 구로구청,2022-02-28,3160000
